user_id,installed_at,channel,ab_group,ab_eligible,registered,opened_menu,built_cart,entered_address,first_order
31,2025-04-22 17:00:00,Реферальная программа,control,False,True,True,True,True,True
32,2025-04-02 18:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
33,2025-04-15 08:00:00,Органический поиск,control,False,False,False,False,False,False
34,2025-04-08 15:00:00,Telegram (локальные каналы),control,False,True,False,False,False,False
35,2025-04-22 15:00:00,Таргетированная реклама,control,False,False,False,False,False,False
36,2025-04-19 20:00:00,Таргетированная реклама,control,False,True,True,True,False,False
37,2025-04-21 12:00:00,Контекстная реклама,control,False,True,False,False,False,False
38,2025-04-20 16:00:00,Органический поиск,control,False,True,True,False,False,False
39,2025-04-04 07:00:00,Контекстная реклама,control,False,True,True,False,False,False
40,2025-04-20 13:00:00,Органический поиск,control,False,True,True,True,True,True
41,2025-04-18 12:00:00,Контекстная реклама,control,False,True,True,True,True,False
42,2025-04-07 09:00:00,Контекстная реклама,control,False,True,False,False,False,False
43,2025-04-12 20:00:00,Органический поиск,control,False,True,True,False,False,False
44,2025-04-13 13:00:00,Таргетированная реклама,control,False,True,True,False,False,False
45,2025-04-18 22:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
46,2025-04-12 16:00:00,Таргетированная реклама,control,False,True,False,False,False,False
47,2025-04-14 16:00:00,Таргетированная реклама,control,False,True,True,True,True,True
48,2025-04-14 17:00:00,Таргетированная реклама,control,False,False,False,False,False,False
49,2025-04-17 17:00:00,Таргетированная реклама,control,False,True,True,False,False,False
50,2025-04-29 09:00:00,Таргетированная реклама,control,False,True,True,True,True,True
51,2025-04-17 14:00:00,Реферальная программа,control,False,True,True,True,True,True
52,2025-04-11 10:00:00,Telegram (локальные каналы),control,False,True,True,False,False,False
53,2025-04-02 13:00:00,Реферальная программа,control,False,False,False,False,False,False
54,2025-04-25 08:00:00,Таргетированная реклама,control,False,True,True,False,False,False
55,2025-04-13 22:00:00,Органический поиск,control,False,True,True,True,True,True
56,2025-04-29 10:00:00,Контекстная реклама,control,False,True,False,False,False,False
57,2025-04-01 17:00:00,Таргетированная реклама,control,False,True,False,False,False,False
58,2025-04-01 11:00:00,Таргетированная реклама,control,False,True,True,True,True,True
59,2025-04-15 20:00:00,Таргетированная реклама,control,False,True,True,True,True,True
60,2025-04-03 17:00:00,Органический поиск,control,False,True,True,False,False,False
61,2025-04-16 09:00:00,Таргетированная реклама,control,False,True,True,True,False,False
62,2025-04-26 20:00:00,Telegram (локальные каналы),control,False,True,False,False,False,False
63,2025-04-15 22:00:00,Таргетированная реклама,control,False,True,True,False,False,False
64,2025-04-19 21:00:00,Органический поиск,control,False,True,True,True,True,True
65,2025-04-29 16:00:00,Таргетированная реклама,control,False,True,True,False,False,False
66,2025-04-09 09:00:00,Таргетированная реклама,control,False,True,True,True,True,True
67,2025-04-17 10:00:00,Контекстная реклама,control,False,True,False,False,False,False
68,2025-04-23 21:00:00,Таргетированная реклама,control,False,True,True,True,True,True
69,2025-04-08 15:00:00,Telegram (локальные каналы),control,False,True,True,True,False,False
70,2025-04-02 09:00:00,Telegram (локальные каналы),control,False,True,True,False,False,False
71,2025-04-12 21:00:00,Таргетированная реклама,control,False,True,True,False,False,False
72,2025-04-30 17:00:00,Таргетированная реклама,control,False,True,True,True,True,True
73,2025-04-18 16:00:00,Таргетированная реклама,control,False,True,False,False,False,False
74,2025-04-02 13:00:00,Таргетированная реклама,control,False,True,True,True,True,False
75,2025-04-30 13:00:00,Контекстная реклама,control,False,False,False,False,False,False
76,2025-04-07 10:00:00,Telegram (локальные каналы),control,False,True,True,True,True,False
77,2025-04-22 07:00:00,Таргетированная реклама,control,False,True,True,True,False,False
78,2025-04-30 21:00:00,Органический поиск,control,False,True,True,False,False,False
79,2025-04-18 14:00:00,Органический поиск,control,False,True,True,True,True,True
80,2025-04-23 15:00:00,Контекстная реклама,control,False,True,True,False,False,False
81,2025-04-15 12:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
82,2025-04-14 19:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
83,2025-04-02 07:00:00,Таргетированная реклама,control,False,True,True,True,True,False
84,2025-04-22 12:00:00,Реферальная программа,control,False,True,False,False,False,False
85,2025-04-25 07:00:00,Контекстная реклама,control,False,True,True,True,True,True
86,2025-04-28 08:00:00,Контекстная реклама,control,False,True,True,True,False,False
87,2025-04-13 22:00:00,Контекстная реклама,control,False,True,True,True,False,False
88,2025-04-04 17:00:00,Реферальная программа,control,False,True,True,True,False,False
89,2025-04-22 13:00:00,Таргетированная реклама,control,False,True,True,True,True,False
90,2025-04-03 15:00:00,Органический поиск,control,False,True,True,True,False,False
91,2025-04-14 20:00:00,Реферальная программа,control,False,True,True,True,True,True
92,2025-04-21 12:00:00,Реферальная программа,control,False,True,True,False,False,False
93,2025-04-02 16:00:00,Таргетированная реклама,control,False,True,True,True,True,True
94,2025-04-09 17:00:00,Реферальная программа,control,False,True,True,True,True,True
95,2025-04-26 12:00:00,Контекстная реклама,control,False,False,False,False,False,False
96,2025-04-28 15:00:00,Таргетированная реклама,control,False,True,True,False,False,False
97,2025-04-16 19:00:00,Органический поиск,control,False,True,True,False,False,False
98,2025-04-24 21:00:00,Telegram (локальные каналы),control,False,True,True,False,False,False
99,2025-04-30 09:00:00,Органический поиск,control,False,True,True,False,False,False
100,2025-04-13 21:00:00,Таргетированная реклама,control,False,True,True,True,True,True
101,2025-04-10 07:00:00,Органический поиск,control,False,True,True,True,True,False
102,2025-04-18 19:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
103,2025-04-23 19:00:00,Telegram (локальные каналы),control,False,True,True,False,False,False
104,2025-04-20 09:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
105,2025-04-26 13:00:00,Таргетированная реклама,control,False,True,False,False,False,False
106,2025-04-26 20:00:00,Таргетированная реклама,control,False,True,True,True,False,False
107,2025-04-30 07:00:00,Контекстная реклама,control,False,True,False,False,False,False
108,2025-04-26 17:00:00,Реферальная программа,control,False,True,True,True,True,True
109,2025-04-15 19:00:00,Telegram (локальные каналы),control,False,True,True,False,False,False
110,2025-04-29 15:00:00,Telegram (локальные каналы),control,False,True,True,True,True,False
111,2025-04-03 18:00:00,Контекстная реклама,control,False,True,True,True,True,True
112,2025-04-07 10:00:00,Органический поиск,control,False,False,False,False,False,False
113,2025-04-06 10:00:00,Таргетированная реклама,control,False,True,True,True,False,False
114,2025-04-28 12:00:00,Реферальная программа,control,False,True,True,False,False,False
115,2025-04-04 09:00:00,Таргетированная реклама,control,False,True,True,True,True,True
116,2025-04-12 12:00:00,Telegram (локальные каналы),control,False,True,True,False,False,False
117,2025-04-10 22:00:00,Таргетированная реклама,control,False,True,True,False,False,False
118,2025-04-26 16:00:00,Таргетированная реклама,control,False,True,True,True,True,True
119,2025-04-30 12:00:00,Таргетированная реклама,control,False,True,True,True,False,False
120,2025-04-05 11:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
121,2025-04-03 22:00:00,Контекстная реклама,control,False,True,True,True,True,True
122,2025-04-07 14:00:00,Таргетированная реклама,control,False,False,False,False,False,False
123,2025-04-07 22:00:00,Таргетированная реклама,control,False,True,True,False,False,False
124,2025-04-05 15:00:00,Реферальная программа,control,False,True,False,False,False,False
125,2025-04-29 15:00:00,Органический поиск,control,False,False,False,False,False,False
126,2025-04-27 21:00:00,Telegram (локальные каналы),control,False,True,True,True,True,False
127,2025-04-24 18:00:00,Таргетированная реклама,control,False,True,True,True,False,False
128,2025-04-18 16:00:00,Контекстная реклама,control,False,True,False,False,False,False
129,2025-04-25 13:00:00,Контекстная реклама,control,False,False,False,False,False,False
130,2025-04-29 21:00:00,Реферальная программа,control,False,True,True,True,True,True
131,2025-04-12 13:00:00,Telegram (локальные каналы),control,False,True,True,False,False,False
132,2025-04-22 21:00:00,Контекстная реклама,control,False,True,True,True,True,False
133,2025-04-03 08:00:00,Telegram (локальные каналы),control,False,True,True,False,False,False
134,2025-04-08 13:00:00,Органический поиск,control,False,True,True,True,False,False
135,2025-04-05 15:00:00,Реферальная программа,control,False,True,True,True,True,True
136,2025-04-17 22:00:00,Telegram (локальные каналы),control,False,False,False,False,False,False
137,2025-04-23 11:00:00,Реферальная программа,control,False,True,True,True,False,False
138,2025-04-24 19:00:00,Реферальная программа,control,False,True,True,True,True,False
139,2025-04-21 17:00:00,Контекстная реклама,control,False,True,True,True,True,True
140,2025-04-10 18:00:00,Реферальная программа,control,False,True,False,False,False,False
141,2025-04-05 17:00:00,Таргетированная реклама,control,False,True,True,False,False,False
142,2025-04-28 22:00:00,Telegram (локальные каналы),control,False,True,True,False,False,False
143,2025-04-09 12:00:00,Telegram (локальные каналы),control,False,True,False,False,False,False
144,2025-04-19 13:00:00,Telegram (локальные каналы),control,False,True,True,True,False,False
145,2025-04-22 10:00:00,Органический поиск,control,False,True,False,False,False,False
146,2025-04-06 07:00:00,Органический поиск,control,False,True,False,False,False,False
147,2025-04-15 10:00:00,Контекстная реклама,control,False,False,False,False,False,False
148,2025-04-09 21:00:00,Реферальная программа,control,False,True,True,False,False,False
149,2025-04-25 20:00:00,Telegram (локальные каналы),control,False,True,True,False,False,False
150,2025-04-18 08:00:00,Таргетированная реклама,control,False,False,False,False,False,False
151,2025-04-23 16:00:00,Реферальная программа,control,False,True,True,True,True,True
152,2025-04-28 14:00:00,Органический поиск,control,False,True,True,True,True,True
153,2025-04-06 16:00:00,Таргетированная реклама,control,False,True,True,True,True,True
154,2025-04-14 17:00:00,Реферальная программа,control,False,True,True,False,False,False
155,2025-04-12 11:00:00,Контекстная реклама,control,False,False,False,False,False,False
156,2025-04-04 22:00:00,Telegram (локальные каналы),control,False,True,True,True,False,False
157,2025-04-23 14:00:00,Реферальная программа,control,False,True,True,True,False,False
158,2025-04-08 17:00:00,Таргетированная реклама,control,False,True,True,True,True,False
159,2025-04-13 17:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
160,2025-04-03 09:00:00,Органический поиск,control,False,True,False,False,False,False
161,2025-04-23 07:00:00,Контекстная реклама,control,False,True,True,True,True,False
162,2025-04-21 13:00:00,Telegram (локальные каналы),control,False,True,False,False,False,False
163,2025-04-01 19:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
164,2025-04-21 20:00:00,Контекстная реклама,control,False,False,False,False,False,False
165,2025-04-27 18:00:00,Таргетированная реклама,control,False,True,True,False,False,False
166,2025-04-26 08:00:00,Контекстная реклама,control,False,False,False,False,False,False
167,2025-04-28 21:00:00,Органический поиск,control,False,False,False,False,False,False
168,2025-04-21 19:00:00,Telegram (локальные каналы),control,False,False,False,False,False,False
169,2025-04-23 21:00:00,Контекстная реклама,control,False,False,False,False,False,False
170,2025-04-27 15:00:00,Органический поиск,control,False,True,True,False,False,False
171,2025-04-25 21:00:00,Контекстная реклама,control,False,True,True,True,True,True
172,2025-04-09 07:00:00,Таргетированная реклама,control,False,True,True,False,False,False
173,2025-04-06 07:00:00,Реферальная программа,control,False,True,True,False,False,False
174,2025-04-14 07:00:00,Органический поиск,control,False,True,True,False,False,False
175,2025-04-08 11:00:00,Таргетированная реклама,control,False,True,True,True,True,True
176,2025-04-22 10:00:00,Реферальная программа,control,False,False,False,False,False,False
177,2025-04-29 10:00:00,Таргетированная реклама,control,False,True,True,True,True,True
178,2025-04-30 16:00:00,Контекстная реклама,control,False,True,False,False,False,False
179,2025-04-08 07:00:00,Контекстная реклама,control,False,False,False,False,False,False
180,2025-04-10 16:00:00,Таргетированная реклама,control,False,True,True,False,False,False
181,2025-04-04 09:00:00,Контекстная реклама,control,False,True,True,True,True,True
182,2025-04-04 17:00:00,Таргетированная реклама,control,False,False,False,False,False,False
183,2025-04-03 07:00:00,Контекстная реклама,control,False,True,True,True,True,True
184,2025-04-14 11:00:00,Telegram (локальные каналы),control,False,True,True,True,False,False
185,2025-04-18 22:00:00,Органический поиск,control,False,True,True,False,False,False
186,2025-04-26 15:00:00,Telegram (локальные каналы),control,False,True,True,False,False,False
187,2025-04-20 19:00:00,Telegram (локальные каналы),control,False,True,True,False,False,False
188,2025-04-14 17:00:00,Таргетированная реклама,control,False,True,True,True,True,True
189,2025-04-07 16:00:00,Контекстная реклама,control,False,False,False,False,False,False
190,2025-04-08 10:00:00,Таргетированная реклама,control,False,True,True,True,True,True
191,2025-04-23 16:00:00,Контекстная реклама,control,False,True,True,True,False,False
192,2025-04-12 07:00:00,Реферальная программа,control,False,False,False,False,False,False
193,2025-04-08 19:00:00,Таргетированная реклама,control,False,False,False,False,False,False
194,2025-04-15 22:00:00,Органический поиск,control,False,True,False,False,False,False
195,2025-04-28 20:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
196,2025-04-01 07:00:00,Контекстная реклама,control,False,True,True,True,True,True
197,2025-04-18 12:00:00,Контекстная реклама,control,False,True,True,True,True,False
198,2025-04-26 12:00:00,Контекстная реклама,control,False,True,True,True,True,True
199,2025-04-05 08:00:00,Органический поиск,control,False,True,True,True,True,False
200,2025-04-10 17:00:00,Реферальная программа,control,False,True,True,False,False,False
201,2025-04-04 19:00:00,Таргетированная реклама,control,False,True,True,True,False,False
202,2025-04-10 12:00:00,Реферальная программа,control,False,True,False,False,False,False
203,2025-04-20 20:00:00,Таргетированная реклама,control,False,False,False,False,False,False
204,2025-04-14 19:00:00,Telegram (локальные каналы),control,False,True,True,False,False,False
205,2025-04-10 09:00:00,Органический поиск,control,False,True,True,True,True,True
206,2025-04-25 19:00:00,Органический поиск,control,False,True,True,False,False,False
207,2025-04-23 21:00:00,Органический поиск,control,False,True,True,False,False,False
208,2025-04-15 10:00:00,Органический поиск,control,False,True,False,False,False,False
209,2025-04-18 16:00:00,Telegram (локальные каналы),control,False,True,True,True,False,False
210,2025-04-12 17:00:00,Таргетированная реклама,control,False,False,False,False,False,False
211,2025-04-08 16:00:00,Контекстная реклама,control,False,False,False,False,False,False
212,2025-04-24 08:00:00,Таргетированная реклама,control,False,True,True,True,False,False
213,2025-04-14 17:00:00,Telegram (локальные каналы),control,False,True,True,True,False,False
214,2025-04-02 17:00:00,Контекстная реклама,control,False,True,True,True,True,True
215,2025-04-28 20:00:00,Реферальная программа,control,False,False,False,False,False,False
216,2025-04-21 19:00:00,Контекстная реклама,control,False,False,False,False,False,False
217,2025-04-11 12:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
218,2025-04-03 18:00:00,Таргетированная реклама,control,False,True,True,False,False,False
219,2025-04-10 20:00:00,Органический поиск,control,False,False,False,False,False,False
220,2025-04-14 21:00:00,Реферальная программа,control,False,False,False,False,False,False
221,2025-04-05 09:00:00,Органический поиск,control,False,True,True,True,True,True
222,2025-04-11 07:00:00,Органический поиск,control,False,True,True,True,True,True
223,2025-04-15 17:00:00,Контекстная реклама,control,False,False,False,False,False,False
224,2025-04-20 10:00:00,Реферальная программа,control,False,True,True,True,False,False
225,2025-04-05 16:00:00,Таргетированная реклама,control,False,True,True,True,True,True
226,2025-04-19 22:00:00,Таргетированная реклама,control,False,True,True,True,False,False
227,2025-04-27 13:00:00,Таргетированная реклама,control,False,True,True,True,True,True
228,2025-04-05 11:00:00,Таргетированная реклама,control,False,True,False,False,False,False
229,2025-04-27 14:00:00,Таргетированная реклама,control,False,True,False,False,False,False
230,2025-04-30 17:00:00,Таргетированная реклама,control,False,True,True,True,True,True
231,2025-04-18 08:00:00,Органический поиск,control,False,True,True,True,True,False
232,2025-04-18 13:00:00,Таргетированная реклама,control,False,True,True,True,True,True
233,2025-04-26 09:00:00,Органический поиск,control,False,True,True,False,False,False
234,2025-04-06 17:00:00,Таргетированная реклама,control,False,False,False,False,False,False
235,2025-04-21 20:00:00,Органический поиск,control,False,False,False,False,False,False
236,2025-04-16 13:00:00,Контекстная реклама,control,False,True,True,True,False,False
237,2025-04-10 12:00:00,Таргетированная реклама,control,False,True,True,True,False,False
238,2025-04-20 15:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
239,2025-04-09 10:00:00,Telegram (локальные каналы),control,False,True,True,True,False,False
240,2025-04-22 10:00:00,Реферальная программа,control,False,False,False,False,False,False
241,2025-04-07 12:00:00,Контекстная реклама,control,False,True,True,False,False,False
242,2025-04-26 14:00:00,Органический поиск,control,False,False,False,False,False,False
243,2025-04-18 08:00:00,Таргетированная реклама,control,False,True,False,False,False,False
244,2025-04-11 19:00:00,Таргетированная реклама,control,False,False,False,False,False,False
245,2025-04-24 16:00:00,Таргетированная реклама,control,False,True,True,True,False,False
246,2025-04-27 11:00:00,Таргетированная реклама,control,False,True,True,True,False,False
247,2025-04-05 08:00:00,Реферальная программа,control,False,True,True,True,False,False
248,2025-04-06 19:00:00,Реферальная программа,control,False,True,True,True,True,False
249,2025-04-28 09:00:00,Органический поиск,control,False,True,True,True,True,True
250,2025-04-16 09:00:00,Таргетированная реклама,control,False,True,True,False,False,False
251,2025-04-26 09:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
252,2025-04-20 08:00:00,Telegram (локальные каналы),control,False,True,False,False,False,False
253,2025-04-23 21:00:00,Органический поиск,control,False,True,True,True,True,True
254,2025-04-22 11:00:00,Таргетированная реклама,control,False,True,True,True,True,True
255,2025-04-26 11:00:00,Таргетированная реклама,control,False,False,False,False,False,False
256,2025-04-23 20:00:00,Telegram (локальные каналы),control,False,True,True,True,True,False
257,2025-04-15 16:00:00,Таргетированная реклама,control,False,True,True,False,False,False
258,2025-04-26 09:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
259,2025-04-01 13:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
260,2025-04-06 21:00:00,Реферальная программа,control,False,True,True,True,True,True
261,2025-04-27 13:00:00,Таргетированная реклама,control,False,True,True,True,True,True
262,2025-04-10 18:00:00,Органический поиск,control,False,False,False,False,False,False
263,2025-04-14 08:00:00,Реферальная программа,control,False,True,True,False,False,False
264,2025-04-20 18:00:00,Контекстная реклама,control,False,True,False,False,False,False
265,2025-04-03 19:00:00,Реферальная программа,control,False,True,True,False,False,False
266,2025-04-17 20:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
267,2025-04-26 17:00:00,Таргетированная реклама,control,False,True,False,False,False,False
268,2025-04-11 12:00:00,Таргетированная реклама,control,False,True,True,True,True,True
269,2025-04-22 08:00:00,Таргетированная реклама,control,False,True,True,True,False,False
270,2025-04-07 15:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
271,2025-04-29 19:00:00,Telegram (локальные каналы),control,False,False,False,False,False,False
272,2025-04-25 10:00:00,Контекстная реклама,control,False,True,True,False,False,False
273,2025-04-09 11:00:00,Таргетированная реклама,control,False,False,False,False,False,False
274,2025-04-23 15:00:00,Telegram (локальные каналы),control,False,True,True,True,False,False
275,2025-04-07 18:00:00,Таргетированная реклама,control,False,True,True,True,False,False
276,2025-04-20 21:00:00,Таргетированная реклама,control,False,True,False,False,False,False
277,2025-04-17 09:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
278,2025-04-27 09:00:00,Реферальная программа,control,False,True,False,False,False,False
279,2025-04-02 19:00:00,Таргетированная реклама,control,False,False,False,False,False,False
280,2025-04-14 17:00:00,Таргетированная реклама,control,False,True,True,True,True,True
281,2025-04-04 18:00:00,Реферальная программа,control,False,True,False,False,False,False
282,2025-04-13 22:00:00,Реферальная программа,control,False,True,True,True,True,False
283,2025-04-20 22:00:00,Контекстная реклама,control,False,True,True,True,True,False
284,2025-04-24 20:00:00,Таргетированная реклама,control,False,True,True,False,False,False
285,2025-04-03 19:00:00,Контекстная реклама,control,False,True,True,True,True,True
286,2025-04-19 13:00:00,Контекстная реклама,control,False,True,True,False,False,False
287,2025-04-10 17:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
288,2025-04-06 09:00:00,Органический поиск,control,False,True,True,True,True,True
289,2025-04-27 19:00:00,Таргетированная реклама,control,False,True,True,True,True,True
290,2025-04-18 19:00:00,Таргетированная реклама,control,False,True,True,True,True,True
291,2025-04-10 18:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
292,2025-04-07 14:00:00,Органический поиск,control,False,False,False,False,False,False
293,2025-04-05 13:00:00,Реферальная программа,control,False,True,False,False,False,False
294,2025-04-11 13:00:00,Таргетированная реклама,control,False,True,True,True,False,False
295,2025-04-15 07:00:00,Таргетированная реклама,control,False,True,True,False,False,False
296,2025-04-11 20:00:00,Таргетированная реклама,control,False,True,True,True,True,True
297,2025-04-13 15:00:00,Таргетированная реклама,control,False,True,True,True,True,True
298,2025-04-04 13:00:00,Telegram (локальные каналы),control,False,True,False,False,False,False
299,2025-04-30 15:00:00,Органический поиск,control,False,True,True,True,False,False
300,2025-04-01 18:00:00,Реферальная программа,control,False,True,True,True,True,True
301,2025-04-24 13:00:00,Органический поиск,control,False,True,True,False,False,False
302,2025-04-01 20:00:00,Контекстная реклама,control,False,True,True,True,True,True
303,2025-04-08 21:00:00,Контекстная реклама,control,False,True,False,False,False,False
304,2025-04-11 13:00:00,Таргетированная реклама,control,False,False,False,False,False,False
305,2025-04-24 09:00:00,Контекстная реклама,control,False,True,True,True,True,True
306,2025-04-01 19:00:00,Telegram (локальные каналы),control,False,True,False,False,False,False
307,2025-04-28 22:00:00,Таргетированная реклама,control,False,True,True,True,True,False
308,2025-04-04 09:00:00,Контекстная реклама,control,False,True,True,False,False,False
309,2025-04-11 18:00:00,Telegram (локальные каналы),control,False,True,True,False,False,False
310,2025-04-28 20:00:00,Таргетированная реклама,control,False,True,True,False,False,False
311,2025-04-12 21:00:00,Таргетированная реклама,control,False,True,True,True,True,True
312,2025-04-08 08:00:00,Органический поиск,control,False,True,True,True,True,True
313,2025-04-14 08:00:00,Таргетированная реклама,control,False,True,True,False,False,False
314,2025-04-21 22:00:00,Таргетированная реклама,control,False,True,True,False,False,False
315,2025-04-04 08:00:00,Контекстная реклама,control,False,True,True,True,True,False
316,2025-04-06 09:00:00,Telegram (локальные каналы),control,False,True,False,False,False,False
317,2025-04-17 16:00:00,Telegram (локальные каналы),control,False,True,False,False,False,False
318,2025-04-29 14:00:00,Таргетированная реклама,control,False,True,True,True,True,False
319,2025-04-28 19:00:00,Таргетированная реклама,control,False,True,True,True,False,False
320,2025-04-26 10:00:00,Таргетированная реклама,control,False,True,False,False,False,False
321,2025-04-14 21:00:00,Реферальная программа,control,False,True,True,False,False,False
322,2025-04-23 10:00:00,Реферальная программа,control,False,True,True,True,False,False
323,2025-04-26 19:00:00,Органический поиск,control,False,True,True,True,True,True
324,2025-04-05 08:00:00,Telegram (локальные каналы),control,False,True,True,True,True,False
325,2025-04-08 14:00:00,Таргетированная реклама,control,False,True,True,True,True,True
326,2025-04-05 07:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
327,2025-04-04 12:00:00,Таргетированная реклама,control,False,False,False,False,False,False
328,2025-04-12 11:00:00,Таргетированная реклама,control,False,True,False,False,False,False
329,2025-04-14 18:00:00,Таргетированная реклама,control,False,False,False,False,False,False
330,2025-04-08 14:00:00,Реферальная программа,control,False,True,True,True,False,False
331,2025-04-22 07:00:00,Telegram (локальные каналы),control,False,False,False,False,False,False
332,2025-04-29 22:00:00,Telegram (локальные каналы),control,False,True,False,False,False,False
333,2025-04-09 21:00:00,Контекстная реклама,control,False,True,True,False,False,False
334,2025-04-08 21:00:00,Реферальная программа,control,False,True,True,False,False,False
335,2025-04-20 10:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
336,2025-04-02 13:00:00,Таргетированная реклама,control,False,True,True,True,True,True
337,2025-04-23 10:00:00,Таргетированная реклама,control,False,True,True,False,False,False
338,2025-04-16 08:00:00,Telegram (локальные каналы),control,False,True,True,False,False,False
339,2025-04-13 07:00:00,Таргетированная реклама,control,False,True,True,True,False,False
340,2025-04-30 15:00:00,Таргетированная реклама,control,False,True,True,True,True,True
341,2025-04-26 08:00:00,Таргетированная реклама,control,False,True,True,True,True,True
342,2025-04-06 09:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
343,2025-04-18 20:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
344,2025-04-19 14:00:00,Telegram (локальные каналы),control,False,True,True,False,False,False
345,2025-04-29 09:00:00,Органический поиск,control,False,True,True,True,True,False
346,2025-04-05 17:00:00,Органический поиск,control,False,True,False,False,False,False
347,2025-04-26 11:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
348,2025-04-08 15:00:00,Органический поиск,control,False,True,True,False,False,False
349,2025-04-24 11:00:00,Telegram (локальные каналы),control,False,False,False,False,False,False
350,2025-04-25 15:00:00,Органический поиск,control,False,False,False,False,False,False
351,2025-04-22 17:00:00,Органический поиск,control,False,True,False,False,False,False
352,2025-04-15 15:00:00,Органический поиск,control,False,True,True,True,True,True
353,2025-04-30 13:00:00,Органический поиск,control,False,True,True,False,False,False
354,2025-04-29 19:00:00,Реферальная программа,control,False,False,False,False,False,False
355,2025-04-06 20:00:00,Реферальная программа,control,False,True,True,True,False,False
356,2025-04-12 09:00:00,Telegram (локальные каналы),control,False,True,True,True,True,True
357,2025-04-08 09:00:00,Telegram (локальные каналы),control,False,False,False,False,False,False
358,2025-04-11 08:00:00,Таргетированная реклама,control,False,True,True,True,False,False
359,2025-04-17 22:00:00,Telegram (локальные каналы),control,False,True,True,True,False,False
360,2025-04-29 22:00:00,Реферальная программа,control,False,True,True,True,True,True
361,2025-04-08 10:00:00,Органический поиск,control,False,True,True,True,False,False
