user_id,channel,month_k,active
51,Реферальная программа,5,False
51,Реферальная программа,6,False
55,Органический поиск,0,True
55,Органический поиск,1,True
55,Органический поиск,2,True
55,Органический поиск,3,False
55,Органический поиск,4,False
55,Органический поиск,5,False
55,Органический поиск,6,False
58,Таргетированная реклама,0,True
58,Таргетированная реклама,1,True
58,Таргетированная реклама,2,False
58,Таргетированная реклама,3,False
58,Таргетированная реклама,4,True
58,Таргетированная реклама,5,False
58,Таргетированная реклама,6,False
59,Таргетированная реклама,0,True
59,Таргетированная реклама,1,True
59,Таргетированная реклама,2,False
59,Таргетированная реклама,3,True
59,Таргетированная реклама,4,True
59,Таргетированная реклама,5,False
59,Таргетированная реклама,6,False
64,Органический поиск,0,True
64,Органический поиск,1,True
64,Органический поиск,2,False
64,Органический поиск,3,False
64,Органический поиск,4,False
64,Органический поиск,5,False
64,Органический поиск,6,False
66,Таргетированная реклама,0,True
66,Таргетированная реклама,1,False
66,Таргетированная реклама,2,False
66,Таргетированная реклама,3,False
66,Таргетированная реклама,4,False
66,Таргетированная реклама,5,True
66,Таргетированная реклама,6,False
68,Таргетированная реклама,0,True
68,Таргетированная реклама,1,False
68,Таргетированная реклама,2,True
68,Таргетированная реклама,3,True
68,Таргетированная реклама,4,True
68,Таргетированная реклама,5,False
68,Таргетированная реклама,6,False
72,Таргетированная реклама,0,True
72,Таргетированная реклама,1,False
72,Таргетированная реклама,2,False
72,Таргетированная реклама,3,True
72,Таргетированная реклама,4,False
72,Таргетированная реклама,5,False
72,Таргетированная реклама,6,False
79,Органический поиск,0,True
79,Органический поиск,1,False
79,Органический поиск,2,False
79,Органический поиск,3,False
79,Органический поиск,4,True
79,Органический поиск,5,False
79,Органический поиск,6,True
81,Telegram (локальные каналы),0,True
81,Telegram (локальные каналы),1,True
81,Telegram (локальные каналы),2,True
81,Telegram (локальные каналы),3,False
81,Telegram (локальные каналы),4,False
81,Telegram (локальные каналы),5,True
81,Telegram (локальные каналы),6,False
82,Telegram (локальные каналы),0,True
82,Telegram (локальные каналы),1,True
82,Telegram (локальные каналы),2,True
82,Telegram (локальные каналы),3,True
82,Telegram (локальные каналы),4,True
82,Telegram (локальные каналы),5,True
82,Telegram (локальные каналы),6,False
85,Контекстная реклама,0,True
85,Контекстная реклама,1,True
85,Контекстная реклама,2,False
85,Контекстная реклама,3,True
85,Контекстная реклама,4,True
85,Контекстная реклама,5,False
85,Контекстная реклама,6,True
91,Реферальная программа,0,True
91,Реферальная программа,1,False
91,Реферальная программа,2,False
91,Реферальная программа,3,True
91,Реферальная программа,4,True
91,Реферальная программа,5,False
91,Реферальная программа,6,False
93,Таргетированная реклама,0,True
93,Таргетированная реклама,1,False
93,Таргетированная реклама,2,True
93,Таргетированная реклама,3,False
93,Таргетированная реклама,4,False
93,Таргетированная реклама,5,False
93,Таргетированная реклама,6,False
94,Реферальная программа,0,True
94,Реферальная программа,1,False
94,Реферальная программа,2,True
94,Реферальная программа,3,False
94,Реферальная программа,4,False
94,Реферальная программа,5,True
94,Реферальная программа,6,False
100,Таргетированная реклама,0,True
100,Таргетированная реклама,1,True
100,Таргетированная реклама,2,False
100,Таргетированная реклама,3,True
100,Таргетированная реклама,4,False
100,Таргетированная реклама,5,False
100,Таргетированная реклама,6,False
102,Telegram (локальные каналы),0,True
102,Telegram (локальные каналы),1,False
102,Telegram (локальные каналы),2,False
102,Telegram (локальные каналы),3,True
102,Telegram (локальные каналы),4,True
102,Telegram (локальные каналы),5,True
102,Telegram (локальные каналы),6,False
104,Telegram (локальные каналы),0,True
104,Telegram (локальные каналы),1,True
104,Telegram (локальные каналы),2,False
104,Telegram (локальные каналы),3,False
104,Telegram (локальные каналы),4,True
104,Telegram (локальные каналы),5,True
104,Telegram (локальные каналы),6,False
108,Реферальная программа,0,True
108,Реферальная программа,1,True
108,Реферальная программа,2,True
108,Реферальная программа,3,False
108,Реферальная программа,4,False
108,Реферальная программа,5,False
108,Реферальная программа,6,False
111,Контекстная реклама,0,True
111,Контекстная реклама,1,False
111,Контекстная реклама,2,True
111,Контекстная реклама,3,True
111,Контекстная реклама,4,False
111,Контекстная реклама,5,False
111,Контекстная реклама,6,False
115,Таргетированная реклама,0,True
115,Таргетированная реклама,1,False
115,Таргетированная реклама,2,True
115,Таргетированная реклама,3,True
115,Таргетированная реклама,4,False
115,Таргетированная реклама,5,False
115,Таргетированная реклама,6,False
118,Таргетированная реклама,0,True
118,Таргетированная реклама,1,False
118,Таргетированная реклама,2,True
118,Таргетированная реклама,3,False
118,Таргетированная реклама,4,False
118,Таргетированная реклама,5,False
118,Таргетированная реклама,6,False
120,Telegram (локальные каналы),0,True
120,Telegram (локальные каналы),1,False
120,Telegram (локальные каналы),2,True
120,Telegram (локальные каналы),3,False
120,Telegram (локальные каналы),4,True
120,Telegram (локальные каналы),5,False
120,Telegram (локальные каналы),6,True
121,Контекстная реклама,0,True
121,Контекстная реклама,1,True
121,Контекстная реклама,2,False
121,Контекстная реклама,3,False
121,Контекстная реклама,4,False
121,Контекстная реклама,5,False
121,Контекстная реклама,6,False
130,Реферальная программа,0,True
130,Реферальная программа,1,True
130,Реферальная программа,2,False
130,Реферальная программа,3,False
130,Реферальная программа,4,False
130,Реферальная программа,5,True
130,Реферальная программа,6,False
135,Реферальная программа,0,True
135,Реферальная программа,1,True
135,Реферальная программа,2,True
135,Реферальная программа,3,False
135,Реферальная программа,4,False
135,Реферальная программа,5,False
135,Реферальная программа,6,False
139,Контекстная реклама,0,True
139,Контекстная реклама,1,True
139,Контекстная реклама,2,False
139,Контекстная реклама,3,False
139,Контекстная реклама,4,False
139,Контекстная реклама,5,False
139,Контекстная реклама,6,False
151,Реферальная программа,0,True
151,Реферальная программа,1,False
151,Реферальная программа,2,False
151,Реферальная программа,3,False
151,Реферальная программа,4,False
151,Реферальная программа,5,True
151,Реферальная программа,6,False
152,Органический поиск,0,True
152,Органический поиск,1,True
152,Органический поиск,2,False
152,Органический поиск,3,True
152,Органический поиск,4,False
152,Органический поиск,5,False
152,Органический поиск,6,True
153,Таргетированная реклама,0,True
153,Таргетированная реклама,1,True
153,Таргетированная реклама,2,False
153,Таргетированная реклама,3,False
153,Таргетированная реклама,4,False
153,Таргетированная реклама,5,False
153,Таргетированная реклама,6,False
159,Telegram (локальные каналы),0,True
159,Telegram (локальные каналы),1,False
159,Telegram (локальные каналы),2,True
159,Telegram (локальные каналы),3,False
159,Telegram (локальные каналы),4,True
159,Telegram (локальные каналы),5,False
159,Telegram (локальные каналы),6,True
163,Telegram (локальные каналы),0,True
163,Telegram (локальные каналы),1,True
163,Telegram (локальные каналы),2,True
163,Telegram (локальные каналы),3,True
163,Telegram (локальные каналы),4,False
163,Telegram (локальные каналы),5,False
163,Telegram (локальные каналы),6,False
171,Контекстная реклама,0,True
171,Контекстная реклама,1,True
171,Контекстная реклама,2,False
171,Контекстная реклама,3,False
171,Контекстная реклама,4,True
171,Контекстная реклама,5,False
171,Контекстная реклама,6,False
175,Таргетированная реклама,0,True
175,Таргетированная реклама,1,False
175,Таргетированная реклама,2,True
175,Таргетированная реклама,3,False
175,Таргетированная реклама,4,False
175,Таргетированная реклама,5,True
175,Таргетированная реклама,6,False
177,Таргетированная реклама,0,True
177,Таргетированная реклама,1,False
177,Таргетированная реклама,2,False
177,Таргетированная реклама,3,False
177,Таргетированная реклама,4,False
177,Таргетированная реклама,5,False
177,Таргетированная реклама,6,False
181,Контекстная реклама,0,True
181,Контекстная реклама,1,True
181,Контекстная реклама,2,True
181,Контекстная реклама,3,False
181,Контекстная реклама,4,False
181,Контекстная реклама,5,False
181,Контекстная реклама,6,False
183,Контекстная реклама,0,True
183,Контекстная реклама,1,False
183,Контекстная реклама,2,True
183,Контекстная реклама,3,True
183,Контекстная реклама,4,False
183,Контекстная реклама,5,True
183,Контекстная реклама,6,False
188,Таргетированная реклама,0,True
188,Таргетированная реклама,1,False
188,Таргетированная реклама,2,False
188,Таргетированная реклама,3,True
188,Таргетированная реклама,4,True
188,Таргетированная реклама,5,True
188,Таргетированная реклама,6,False
190,Таргетированная реклама,0,True
190,Таргетированная реклама,1,False
190,Таргетированная реклама,2,False
190,Таргетированная реклама,3,False
190,Таргетированная реклама,4,False
190,Таргетированная реклама,5,False
190,Таргетированная реклама,6,False
195,Telegram (локальные каналы),0,True
195,Telegram (локальные каналы),1,False
195,Telegram (локальные каналы),2,False
195,Telegram (локальные каналы),3,False
195,Telegram (локальные каналы),4,False
195,Telegram (локальные каналы),5,True
195,Telegram (локальные каналы),6,True
196,Контекстная реклама,0,True
196,Контекстная реклама,1,True
196,Контекстная реклама,2,True
196,Контекстная реклама,3,False
196,Контекстная реклама,4,False
196,Контекстная реклама,5,False
196,Контекстная реклама,6,False
198,Контекстная реклама,0,True
198,Контекстная реклама,1,False
198,Контекстная реклама,2,False
198,Контекстная реклама,3,True
198,Контекстная реклама,4,False
198,Контекстная реклама,5,False
198,Контекстная реклама,6,False
205,Органический поиск,0,True
205,Органический поиск,1,False
205,Органический поиск,2,False
205,Органический поиск,3,False
205,Органический поиск,4,False
205,Органический поиск,5,False
205,Органический поиск,6,True
214,Контекстная реклама,0,True
214,Контекстная реклама,1,False
214,Контекстная реклама,2,True
214,Контекстная реклама,3,False
214,Контекстная реклама,4,True
214,Контекстная реклама,5,False
214,Контекстная реклама,6,False
217,Telegram (локальные каналы),0,True
217,Telegram (локальные каналы),1,True
217,Telegram (локальные каналы),2,False
217,Telegram (локальные каналы),3,False
217,Telegram (локальные каналы),4,True
217,Telegram (локальные каналы),5,True
217,Telegram (локальные каналы),6,True
221,Органический поиск,0,True
221,Органический поиск,1,True
221,Органический поиск,2,False
221,Органический поиск,3,True
221,Органический поиск,4,False
221,Органический поиск,5,True
221,Органический поиск,6,False
222,Органический поиск,0,True
222,Органический поиск,1,True
222,Органический поиск,2,True
222,Органический поиск,3,True
222,Органический поиск,4,False
222,Органический поиск,5,False
222,Органический поиск,6,False
225,Таргетированная реклама,0,True
225,Таргетированная реклама,1,True
225,Таргетированная реклама,2,True
225,Таргетированная реклама,3,False
225,Таргетированная реклама,4,True
225,Таргетированная реклама,5,False
225,Таргетированная реклама,6,True
227,Таргетированная реклама,0,True
227,Таргетированная реклама,1,False
227,Таргетированная реклама,2,False
227,Таргетированная реклама,3,False
227,Таргетированная реклама,4,True
227,Таргетированная реклама,5,False
227,Таргетированная реклама,6,False
230,Таргетированная реклама,0,True
230,Таргетированная реклама,1,False
230,Таргетированная реклама,2,False
230,Таргетированная реклама,3,False
230,Таргетированная реклама,4,False
230,Таргетированная реклама,5,False
230,Таргетированная реклама,6,False
232,Таргетированная реклама,0,True
232,Таргетированная реклама,1,True
232,Таргетированная реклама,2,False
232,Таргетированная реклама,3,True
232,Таргетированная реклама,4,False
232,Таргетированная реклама,5,False
232,Таргетированная реклама,6,False
238,Telegram (локальные каналы),0,True
238,Telegram (локальные каналы),1,False
238,Telegram (локальные каналы),2,False
238,Telegram (локальные каналы),3,False
238,Telegram (локальные каналы),4,False
238,Telegram (локальные каналы),5,False
238,Telegram (локальные каналы),6,True
249,Органический поиск,0,True
249,Органический поиск,1,True
249,Органический поиск,2,True
249,Органический поиск,3,True
249,Органический поиск,4,False
249,Органический поиск,5,False
249,Органический поиск,6,True
251,Telegram (локальные каналы),0,True
251,Telegram (локальные каналы),1,True
251,Telegram (локальные каналы),2,True
251,Telegram (локальные каналы),3,True
251,Telegram (локальные каналы),4,False
251,Telegram (локальные каналы),5,False
251,Telegram (локальные каналы),6,False
253,Органический поиск,0,True
253,Органический поиск,1,True
253,Органический поиск,2,True
253,Органический поиск,3,True
253,Органический поиск,4,True
253,Органический поиск,5,True
253,Органический поиск,6,True
254,Таргетированная реклама,0,True
254,Таргетированная реклама,1,True
254,Таргетированная реклама,2,False
254,Таргетированная реклама,3,False
254,Таргетированная реклама,4,False
254,Таргетированная реклама,5,False
254,Таргетированная реклама,6,False
258,Telegram (локальные каналы),0,True
258,Telegram (локальные каналы),1,False
258,Telegram (локальные каналы),2,False
258,Telegram (локальные каналы),3,False
258,Telegram (локальные каналы),4,False
258,Telegram (локальные каналы),5,True
258,Telegram (локальные каналы),6,False
259,Telegram (локальные каналы),0,True
259,Telegram (локальные каналы),1,True
259,Telegram (локальные каналы),2,False
259,Telegram (локальные каналы),3,False
259,Telegram (локальные каналы),4,True
259,Telegram (локальные каналы),5,False
259,Telegram (локальные каналы),6,False
260,Реферальная программа,0,True
260,Реферальная программа,1,True
260,Реферальная программа,2,False
260,Реферальная программа,3,False
260,Реферальная программа,4,False
260,Реферальная программа,5,True
260,Реферальная программа,6,True
261,Таргетированная реклама,0,True
261,Таргетированная реклама,1,True
261,Таргетированная реклама,2,False
261,Таргетированная реклама,3,False
261,Таргетированная реклама,4,False
261,Таргетированная реклама,5,False
261,Таргетированная реклама,6,False
266,Telegram (локальные каналы),0,True
266,Telegram (локальные каналы),1,False
266,Telegram (локальные каналы),2,True
266,Telegram (локальные каналы),3,True
266,Telegram (локальные каналы),4,True
266,Telegram (локальные каналы),5,False
266,Telegram (локальные каналы),6,False
268,Таргетированная реклама,0,True
268,Таргетированная реклама,1,True
268,Таргетированная реклама,2,False
268,Таргетированная реклама,3,False
268,Таргетированная реклама,4,False
268,Таргетированная реклама,5,True
268,Таргетированная реклама,6,False
270,Telegram (локальные каналы),0,True
270,Telegram (локальные каналы),1,True
270,Telegram (локальные каналы),2,False
270,Telegram (локальные каналы),3,False
270,Telegram (локальные каналы),4,True
270,Telegram (локальные каналы),5,False
270,Telegram (локальные каналы),6,False
277,Telegram (локальные каналы),0,True
277,Telegram (локальные каналы),1,True
277,Telegram (локальные каналы),2,False
277,Telegram (локальные каналы),3,False
277,Telegram (локальные каналы),4,False
277,Telegram (локальные каналы),5,True
277,Telegram (локальные каналы),6,False
280,Таргетированная реклама,0,True
280,Таргетированная реклама,1,False
280,Таргетированная реклама,2,True
280,Таргетированная реклама,3,False
280,Таргетированная реклама,4,False
280,Таргетированная реклама,5,False
280,Таргетированная реклама,6,False
285,Контекстная реклама,0,True
285,Контекстная реклама,1,True
285,Контекстная реклама,2,False
285,Контекстная реклама,3,False
285,Контекстная реклама,4,False
285,Контекстная реклама,5,False
285,Контекстная реклама,6,False
287,Telegram (локальные каналы),0,True
287,Telegram (локальные каналы),1,True
287,Telegram (локальные каналы),2,True
287,Telegram (локальные каналы),3,False
287,Telegram (локальные каналы),4,True
287,Telegram (локальные каналы),5,False
287,Telegram (локальные каналы),6,True
288,Органический поиск,0,True
288,Органический поиск,1,True
288,Органический поиск,2,True
288,Органический поиск,3,False
288,Органический поиск,4,True
288,Органический поиск,5,False
288,Органический поиск,6,False
289,Таргетированная реклама,0,True
289,Таргетированная реклама,1,False
289,Таргетированная реклама,2,False
289,Таргетированная реклама,3,False
289,Таргетированная реклама,4,False
289,Таргетированная реклама,5,False
289,Таргетированная реклама,6,False
290,Таргетированная реклама,0,True
290,Таргетированная реклама,1,True
290,Таргетированная реклама,2,False
290,Таргетированная реклама,3,False
290,Таргетированная реклама,4,False
290,Таргетированная реклама,5,False
290,Таргетированная реклама,6,False
291,Telegram (локальные каналы),0,True
291,Telegram (локальные каналы),1,True
291,Telegram (локальные каналы),2,False
291,Telegram (локальные каналы),3,True
291,Telegram (локальные каналы),4,True
291,Telegram (локальные каналы),5,False
291,Telegram (локальные каналы),6,True
296,Таргетированная реклама,0,True
296,Таргетированная реклама,1,False
296,Таргетированная реклама,2,True
296,Таргетированная реклама,3,False
296,Таргетированная реклама,4,True
296,Таргетированная реклама,5,False
296,Таргетированная реклама,6,False
297,Таргетированная реклама,0,True
297,Таргетированная реклама,1,False
297,Таргетированная реклама,2,True
297,Таргетированная реклама,3,True
297,Таргетированная реклама,4,False
297,Таргетированная реклама,5,True
297,Таргетированная реклама,6,False
300,Реферальная программа,0,True
300,Реферальная программа,1,True
300,Реферальная программа,2,False
300,Реферальная программа,3,False
300,Реферальная программа,4,True
300,Реферальная программа,5,False
300,Реферальная программа,6,False
302,Контекстная реклама,0,True
302,Контекстная реклама,1,False
302,Контекстная реклама,2,False
302,Контекстная реклама,3,True
302,Контекстная реклама,4,True
302,Контекстная реклама,5,False
302,Контекстная реклама,6,True
305,Контекстная реклама,0,True
305,Контекстная реклама,1,True
305,Контекстная реклама,2,True
305,Контекстная реклама,3,False
305,Контекстная реклама,4,False
305,Контекстная реклама,5,False
305,Контекстная реклама,6,False
311,Таргетированная реклама,0,True
311,Таргетированная реклама,1,False
311,Таргетированная реклама,2,False
311,Таргетированная реклама,3,True
311,Таргетированная реклама,4,False
311,Таргетированная реклама,5,False
311,Таргетированная реклама,6,False
312,Органический поиск,0,True
312,Органический поиск,1,True
312,Органический поиск,2,True
312,Органический поиск,3,False
312,Органический поиск,4,False
312,Органический поиск,5,True
312,Органический поиск,6,False
323,Органический поиск,0,True
323,Органический поиск,1,True
323,Органический поиск,2,True
323,Органический поиск,3,True
323,Органический поиск,4,True
323,Органический поиск,5,True
323,Органический поиск,6,False
325,Таргетированная реклама,0,True
325,Таргетированная реклама,1,True
325,Таргетированная реклама,2,False
325,Таргетированная реклама,3,False
325,Таргетированная реклама,4,False
325,Таргетированная реклама,5,True
325,Таргетированная реклама,6,False
326,Telegram (локальные каналы),0,True
326,Telegram (локальные каналы),1,True
326,Telegram (локальные каналы),2,True
326,Telegram (локальные каналы),3,False
326,Telegram (локальные каналы),4,False
326,Telegram (локальные каналы),5,False
326,Telegram (локальные каналы),6,True
335,Telegram (локальные каналы),0,True
335,Telegram (локальные каналы),1,True
335,Telegram (локальные каналы),2,True
335,Telegram (локальные каналы),3,True
335,Telegram (локальные каналы),4,True
335,Telegram (локальные каналы),5,True
335,Telegram (локальные каналы),6,False
336,Таргетированная реклама,0,True
336,Таргетированная реклама,1,False
336,Таргетированная реклама,2,True
336,Таргетированная реклама,3,False
336,Таргетированная реклама,4,False
336,Таргетированная реклама,5,False
336,Таргетированная реклама,6,False
340,Таргетированная реклама,0,True
340,Таргетированная реклама,1,False
340,Таргетированная реклама,2,True
340,Таргетированная реклама,3,False
340,Таргетированная реклама,4,False
340,Таргетированная реклама,5,False
340,Таргетированная реклама,6,False
341,Таргетированная реклама,0,True
341,Таргетированная реклама,1,False
341,Таргетированная реклама,2,False
341,Таргетированная реклама,3,True
341,Таргетированная реклама,4,False
341,Таргетированная реклама,5,False
341,Таргетированная реклама,6,False
342,Telegram (локальные каналы),0,True
342,Telegram (локальные каналы),1,True
342,Telegram (локальные каналы),2,True
342,Telegram (локальные каналы),3,False
342,Telegram (локальные каналы),4,False
342,Telegram (локальные каналы),5,True
342,Telegram (локальные каналы),6,True
343,Telegram (локальные каналы),0,True
343,Telegram (локальные каналы),1,True
343,Telegram (локальные каналы),2,False
343,Telegram (локальные каналы),3,False
343,Telegram (локальные каналы),4,True
343,Telegram (локальные каналы),5,True
343,Telegram (локальные каналы),6,True
347,Telegram (локальные каналы),0,True
347,Telegram (локальные каналы),1,False
347,Telegram (локальные каналы),2,True
347,Telegram (локальные каналы),3,True
347,Telegram (локальные каналы),4,True
347,Telegram (локальные каналы),5,False
347,Telegram (локальные каналы),6,False
352,Органический поиск,0,True
352,Органический поиск,1,True
352,Органический поиск,2,False
352,Органический поиск,3,False
352,Органический поиск,4,True
352,Органический поиск,5,False
352,Органический поиск,6,True
356,Telegram (локальные каналы),0,True
356,Telegram (локальные каналы),1,True
356,Telegram (локальные каналы),2,True
356,Telegram (локальные каналы),3,True
356,Telegram (локальные каналы),4,True
356,Telegram (локальные каналы),5,False
356,Telegram (локальные каналы),6,False
360,Реферальная программа,0,True
360,Реферальная программа,1,False
360,Реферальная программа,2,False
360,Реферальная программа,3,False
360,Реферальная программа,4,True
360,Реферальная программа,5,False
360,Реферальная программа,6,False
362,Контекстная реклама,0,True
362,Контекстная реклама,1,False
362,Контекстная реклама,2,False
362,Контекстная реклама,3,False
362,Контекстная реклама,4,False
362,Контекстная реклама,5,True
362,Контекстная реклама,6,True
365,Telegram (локальные каналы),0,True
365,Telegram (локальные каналы),1,False
365,Telegram (локальные каналы),2,True
365,Telegram (локальные каналы),3,True
365,Telegram (локальные каналы),4,True
365,Telegram (локальные каналы),5,True
365,Telegram (локальные каналы),6,True
367,Telegram (локальные каналы),0,True
367,Telegram (локальные каналы),1,True
367,Telegram (локальные каналы),2,True
367,Telegram (локальные каналы),3,True
367,Telegram (локальные каналы),4,False
367,Telegram (локальные каналы),5,False
367,Telegram (локальные каналы),6,False
377,Telegram (локальные каналы),0,True
377,Telegram (локальные каналы),1,True
377,Telegram (локальные каналы),2,True
377,Telegram (локальные каналы),3,True
377,Telegram (локальные каналы),4,False
377,Telegram (локальные каналы),5,False
377,Telegram (локальные каналы),6,True
380,Реферальная программа,0,True
380,Реферальная программа,1,True
380,Реферальная программа,2,True
380,Реферальная программа,3,True
380,Реферальная программа,4,True
380,Реферальная программа,5,False
380,Реферальная программа,6,True
381,Telegram (локальные каналы),0,True
381,Telegram (локальные каналы),1,False
381,Telegram (локальные каналы),2,True
381,Telegram (локальные каналы),3,True
381,Telegram (локальные каналы),4,True
381,Telegram (локальные каналы),5,True
381,Telegram (локальные каналы),6,False
383,Контекстная реклама,0,True
383,Контекстная реклама,1,False
383,Контекстная реклама,2,False
383,Контекстная реклама,3,False
383,Контекстная реклама,4,False
383,Контекстная реклама,5,False
383,Контекстная реклама,6,False
384,Telegram (локальные каналы),0,True
384,Telegram (локальные каналы),1,True
384,Telegram (локальные каналы),2,True
384,Telegram (локальные каналы),3,True
384,Telegram (локальные каналы),4,False
384,Telegram (локальные каналы),5,False
384,Telegram (локальные каналы),6,True
386,Таргетированная реклама,0,True
386,Таргетированная реклама,1,False
386,Таргетированная реклама,2,True
386,Таргетированная реклама,3,False
386,Таргетированная реклама,4,False
386,Таргетированная реклама,5,False
386,Таргетированная реклама,6,False
391,Контекстная реклама,0,True
391,Контекстная реклама,1,True
391,Контекстная реклама,2,False
391,Контекстная реклама,3,False
391,Контекстная реклама,4,True
391,Контекстная реклама,5,False
391,Контекстная реклама,6,False
394,Telegram (локальные каналы),0,True
394,Telegram (локальные каналы),1,True
394,Telegram (локальные каналы),2,False
394,Telegram (локальные каналы),3,True
394,Telegram (локальные каналы),4,True
394,Telegram (локальные каналы),5,False
394,Telegram (локальные каналы),6,True
398,Таргетированная реклама,0,True
398,Таргетированная реклама,1,True
398,Таргетированная реклама,2,False
398,Таргетированная реклама,3,False
398,Таргетированная реклама,4,False
398,Таргетированная реклама,5,False
398,Таргетированная реклама,6,False
402,Таргетированная реклама,0,True
402,Таргетированная реклама,1,True
402,Таргетированная реклама,2,False
402,Таргетированная реклама,3,True
402,Таргетированная реклама,4,True
402,Таргетированная реклама,5,False
402,Таргетированная реклама,6,False
404,Telegram (локальные каналы),0,True
404,Telegram (локальные каналы),1,False
404,Telegram (локальные каналы),2,True
404,Telegram (локальные каналы),3,True
404,Telegram (локальные каналы),4,True
404,Telegram (локальные каналы),5,True
404,Telegram (локальные каналы),6,True
410,Реферальная программа,0,True
410,Реферальная программа,1,True
410,Реферальная программа,2,True
410,Реферальная программа,3,False
410,Реферальная программа,4,True
410,Реферальная программа,5,False
410,Реферальная программа,6,False
