user_id,segment,signup_date
293,Мастера услуг,2024-10-07
294,Курьеры,2024-09-02
295,Таксисты,2024-09-13
296,Таксисты,2024-12-16
297,Курьеры,2024-08-27
298,Таксисты,2024-11-26
299,Таксисты,2024-12-27
300,Фрилансеры,2024-11-29
301,Таксисты,2025-01-26
302,Курьеры,2024-08-28
303,Таксисты,2024-10-08
304,Мастера услуг,2024-12-29
305,Курьеры,2024-08-13
306,Фрилансеры,2024-08-11
307,Мастера услуг,2024-09-18
308,Таксисты,2024-09-11
309,Мастера услуг,2024-12-17
310,Курьеры,2024-12-06
311,Курьеры,2024-12-10
312,Фрилансеры,2024-12-26
313,Мастера услуг,2024-08-16
314,Курьеры,2025-01-05
315,Курьеры,2024-08-28
316,Таксисты,2025-01-14
317,Мастера услуг,2025-01-22
318,Таксисты,2024-08-06
319,Фрилансеры,2024-10-29
320,Фрилансеры,2024-11-11
321,Фрилансеры,2024-12-11
322,Таксисты,2024-09-12
323,Мастера услуг,2024-12-05
324,Курьеры,2024-10-12
325,Мастера услуг,2024-12-14
326,Мастера услуг,2025-01-02
327,Фрилансеры,2024-10-09
328,Курьеры,2024-10-02
329,Таксисты,2024-10-19
330,Мастера услуг,2024-10-03
331,Таксисты,2024-12-26
332,Курьеры,2024-10-11
333,Фрилансеры,2024-11-02
334,Курьеры,2025-01-14
335,Курьеры,2024-09-29
336,Курьеры,2024-11-06
337,Мастера услуг,2024-08-11
338,Таксисты,2024-11-04
339,Мастера услуг,2024-10-29
340,Курьеры,2024-11-07
341,Мастера услуг,2024-08-24
342,Таксисты,2024-09-25
343,Курьеры,2024-12-25
344,Мастера услуг,2024-08-26
345,Курьеры,2024-11-09
346,Таксисты,2024-09-23
347,Курьеры,2024-08-30
348,Таксисты,2024-09-26
349,Фрилансеры,2024-11-16
350,Фрилансеры,2024-11-23
351,Фрилансеры,2025-01-05
352,Таксисты,2024-11-24
353,Курьеры,2024-10-27
354,Фрилансеры,2024-09-08
355,Курьеры,2024-08-25
356,Мастера услуг,2024-12-28
357,Фрилансеры,2025-01-10
358,Таксисты,2024-11-25
359,Таксисты,2024-12-18
360,Фрилансеры,2024-08-14
361,Мастера услуг,2024-11-04
362,Курьеры,2024-10-02
363,Фрилансеры,2024-12-03
364,Фрилансеры,2024-12-18
365,Таксисты,2024-08-08
366,Фрилансеры,2025-01-07
367,Курьеры,2024-12-12
368,Курьеры,2024-12-06
369,Таксисты,2024-11-10
370,Курьеры,2024-08-13
371,Курьеры,2024-08-01
372,Таксисты,2024-08-19
373,Мастера услуг,2024-12-04
374,Мастера услуг,2024-12-25
375,Мастера услуг,2024-08-03
376,Мастера услуг,2024-12-13
377,Фрилансеры,2024-08-04
378,Мастера услуг,2024-09-19
379,Фрилансеры,2024-09-08
380,Мастера услуг,2024-12-31
381,Мастера услуг,2024-11-19
382,Мастера услуг,2024-11-27
383,Таксисты,2024-08-27
384,Таксисты,2024-12-06
385,Фрилансеры,2024-11-17
386,Курьеры,2025-01-19
387,Таксисты,2024-08-21
388,Таксисты,2024-10-17
389,Мастера услуг,2024-12-26
390,Мастера услуг,2024-09-25
391,Фрилансеры,2024-08-29
392,Фрилансеры,2025-01-04
393,Мастера услуг,2024-09-03
394,Курьеры,2024-12-28
395,Курьеры,2024-10-17
396,Мастера услуг,2024-08-02
397,Таксисты,2024-11-22
398,Мастера услуг,2024-11-23
399,Таксисты,2024-09-11
400,Мастера услуг,2025-01-23
401,Курьеры,2024-09-04
402,Курьеры,2024-11-09
403,Курьеры,2024-09-15
404,Курьеры,2024-08-18
405,Таксисты,2024-08-18
406,Таксисты,2025-01-05
407,Фрилансеры,2024-08-22
408,Мастера услуг,2025-01-17
409,Мастера услуг,2024-12-18
410,Мастера услуг,2024-09-24
411,Мастера услуг,2024-10-11
412,Таксисты,2024-10-18
413,Курьеры,2024-09-07
414,Таксисты,2025-01-12
415,Мастера услуг,2024-10-03
416,Курьеры,2024-09-16
417,Курьеры,2024-09-06
418,Курьеры,2024-11-01
419,Мастера услуг,2024-09-20
420,Фрилансеры,2024-11-20
421,Мастера услуг,2024-11-02
422,Таксисты,2024-10-04
423,Мастера услуг,2024-10-02
424,Мастера услуг,2024-11-02
425,Мастера услуг,2024-08-21
426,Мастера услуг,2024-09-01
427,Курьеры,2024-11-29
428,Мастера услуг,2024-10-17
429,Курьеры,2024-10-28
430,Таксисты,2024-11-20
431,Курьеры,2024-12-05
432,Курьеры,2024-11-14
433,Таксисты,2024-08-18
434,Мастера услуг,2024-08-21
435,Курьеры,2024-11-30
436,Мастера услуг,2025-01-11
437,Фрилансеры,2024-12-26
438,Курьеры,2024-11-05
439,Курьеры,2024-09-19
440,Курьеры,2024-08-27
441,Курьеры,2024-12-07
442,Мастера услуг,2025-01-17
443,Таксисты,2024-10-13
444,Курьеры,2024-09-29
445,Фрилансеры,2024-12-30
446,Фрилансеры,2024-12-17
447,Фрилансеры,2024-08-14
448,Фрилансеры,2024-08-18
449,Мастера услуг,2024-12-11
450,Курьеры,2024-09-28
451,Мастера услуг,2024-11-16
452,Мастера услуг,2024-12-09
453,Мастера услуг,2024-10-30
454,Мастера услуг,2024-12-02
455,Курьеры,2024-12-08
456,Курьеры,2024-09-16
457,Курьеры,2024-10-16
458,Мастера услуг,2024-09-22
459,Таксисты,2024-11-21
460,Курьеры,2024-11-30
461,Фрилансеры,2025-01-13
462,Курьеры,2024-12-20
463,Фрилансеры,2024-11-15
464,Мастера услуг,2024-09-10
465,Курьеры,2025-01-17
466,Мастера услуг,2024-08-14
467,Курьеры,2024-10-05
468,Таксисты,2024-12-01
469,Курьеры,2025-01-18
470,Фрилансеры,2024-09-24
471,Мастера услуг,2024-10-22
472,Фрилансеры,2024-08-11
473,Мастера услуг,2024-11-27
474,Фрилансеры,2024-11-29
475,Таксисты,2024-11-12
476,Мастера услуг,2024-11-08
477,Курьеры,2024-10-05
478,Фрилансеры,2024-11-11
479,Курьеры,2025-01-10
480,Фрилансеры,2024-12-21
481,Таксисты,2025-01-07
482,Таксисты,2024-10-05
483,Курьеры,2025-01-27
484,Фрилансеры,2024-11-11
485,Фрилансеры,2024-09-15
486,Курьеры,2025-01-21
487,Таксисты,2024-11-14
488,Фрилансеры,2025-01-24
489,Курьеры,2024-11-05
490,Курьеры,2025-01-16
491,Мастера услуг,2024-09-17
492,Таксисты,2024-12-20
493,Таксисты,2024-08-16
494,Курьеры,2024-10-20
495,Таксисты,2024-12-19
496,Курьеры,2024-08-16
497,Курьеры,2024-09-25
498,Таксисты,2024-09-10
499,Мастера услуг,2024-11-07
500,Фрилансеры,2024-08-26
501,Фрилансеры,2024-09-25
502,Мастера услуг,2024-08-06
503,Курьеры,2025-01-27
504,Таксисты,2024-08-23
505,Фрилансеры,2024-09-15
506,Мастера услуг,2025-01-01
507,Фрилансеры,2024-08-13
508,Таксисты,2024-11-25
509,Таксисты,2025-01-25
510,Мастера услуг,2024-08-01
511,Фрилансеры,2024-12-01
512,Таксисты,2024-08-27
513,Курьеры,2024-11-15
514,Фрилансеры,2024-09-15
515,Курьеры,2024-11-10
516,Курьеры,2024-12-15
517,Таксисты,2025-01-01
518,Таксисты,2024-10-10
519,Курьеры,2024-12-12
520,Мастера услуг,2024-08-12
521,Мастера услуг,2024-12-11
522,Таксисты,2024-08-04
523,Фрилансеры,2024-11-14
524,Фрилансеры,2024-11-04
525,Курьеры,2024-10-11
526,Фрилансеры,2024-10-06
527,Мастера услуг,2024-10-30
528,Мастера услуг,2024-08-07
529,Курьеры,2024-12-20
530,Курьеры,2024-09-27
531,Курьеры,2024-12-02
532,Фрилансеры,2024-10-18
533,Курьеры,2024-10-14
534,Мастера услуг,2024-09-30
535,Курьеры,2024-10-27
536,Таксисты,2024-12-26
537,Фрилансеры,2025-01-22
538,Курьеры,2024-10-07
539,Мастера услуг,2024-10-24
540,Мастера услуг,2024-08-17
541,Мастера услуг,2024-12-10
542,Курьеры,2024-09-30
543,Мастера услуг,2024-10-14
544,Курьеры,2024-11-08
545,Таксисты,2024-09-21
546,Мастера услуг,2024-12-18
547,Курьеры,2024-09-18
548,Курьеры,2024-10-12
549,Таксисты,2024-09-22
550,Фрилансеры,2024-11-05
551,Таксисты,2024-08-27
552,Фрилансеры,2024-09-11
553,Мастера услуг,2024-10-28
554,Фрилансеры,2024-12-24
555,Таксисты,2024-09-28
556,Мастера услуг,2024-11-20
557,Курьеры,2024-10-21
558,Курьеры,2025-01-21
559,Таксисты,2025-01-10
560,Курьеры,2024-08-28
561,Фрилансеры,2024-09-24
562,Курьеры,2024-08-14
563,Фрилансеры,2024-10-22
564,Фрилансеры,2024-08-06
565,Таксисты,2024-08-03
566,Курьеры,2024-10-03
567,Фрилансеры,2024-08-07
568,Курьеры,2024-08-16
569,Курьеры,2024-08-10
570,Курьеры,2024-11-14
571,Курьеры,2024-12-22
572,Курьеры,2024-11-03
573,Таксисты,2024-08-14
574,Курьеры,2024-08-20
575,Курьеры,2024-10-12
576,Таксисты,2024-09-06
577,Мастера услуг,2024-09-08
578,Таксисты,2024-10-28
579,Фрилансеры,2024-10-19
580,Фрилансеры,2025-01-20
581,Курьеры,2024-10-22
582,Мастера услуг,2024-11-13
583,Таксисты,2025-01-06
584,Мастера услуг,2024-10-30
585,Курьеры,2024-08-27
586,Фрилансеры,2024-08-08
587,Фрилансеры,2024-12-28
588,Мастера услуг,2024-10-24
589,Фрилансеры,2024-11-09
590,Курьеры,2024-11-06
591,Таксисты,2024-10-21
592,Курьеры,2024-08-23
593,Таксисты,2024-10-30
594,Фрилансеры,2024-12-01
595,Курьеры,2025-01-02
596,Курьеры,2024-10-17
597,Мастера услуг,2024-09-16
598,Таксисты,2024-08-19
599,Фрилансеры,2024-11-17
600,Мастера услуг,2024-11-08
601,Таксисты,2024-08-14
602,Таксисты,2024-08-10
603,Фрилансеры,2024-12-16
604,Мастера услуг,2024-12-10
605,Таксисты,2025-01-15
606,Фрилансеры,2024-12-12
607,Мастера услуг,2024-10-24
608,Курьеры,2024-09-06
609,Курьеры,2024-12-25
610,Курьеры,2024-09-11
611,Мастера услуг,2024-11-24
612,Курьеры,2025-01-10
613,Мастера услуг,2024-11-13
614,Курьеры,2024-08-22
615,Курьеры,2024-10-16
616,Курьеры,2025-01-27
617,Мастера услуг,2024-11-15
618,Таксисты,2024-08-15
619,Таксисты,2025-01-06
620,Курьеры,2024-12-18
621,Курьеры,2024-10-06
622,Курьеры,2024-12-02
623,Курьеры,2024-11-28
624,Мастера услуг,2024-08-28
625,Курьеры,2024-12-20
626,Мастера услуг,2024-11-06
627,Мастера услуг,2024-10-31
628,Фрилансеры,2024-09-06
629,Курьеры,2024-12-26
630,Мастера услуг,2024-08-02
631,Курьеры,2024-08-08
632,Фрилансеры,2024-08-04
633,Фрилансеры,2024-11-03
634,Фрилансеры,2024-08-19
635,Мастера услуг,2024-11-25
636,Таксисты,2024-11-28
637,Курьеры,2025-01-01
638,Таксисты,2024-12-03
639,Фрилансеры,2024-11-08
640,Таксисты,2025-01-11
641,Курьеры,2024-12-21
642,Курьеры,2024-11-13
643,Мастера услуг,2024-10-15
644,Таксисты,2024-10-19
645,Мастера услуг,2025-01-01
646,Курьеры,2025-01-20
647,Мастера услуг,2024-12-10
648,Курьеры,2025-01-18
649,Мастера услуг,2024-12-27
650,Курьеры,2024-10-27
651,Мастера услуг,2024-09-27
652,Фрилансеры,2024-09-22
653,Мастера услуг,2025-01-16
654,Мастера услуг,2025-01-08
655,Курьеры,2024-10-18
656,Таксисты,2024-09-19
657,Таксисты,2024-12-07
658,Курьеры,2024-10-15
659,Курьеры,2024-08-22
660,Мастера услуг,2024-09-12
661,Таксисты,2024-12-27
662,Фрилансеры,2024-11-11
663,Таксисты,2024-10-16
664,Фрилансеры,2024-09-13
665,Курьеры,2024-10-07
666,Таксисты,2024-12-13
667,Мастера услуг,2024-11-30
668,Фрилансеры,2024-09-26
669,Таксисты,2024-10-04
670,Таксисты,2024-10-29
671,Таксисты,2024-09-13
672,Курьеры,2024-10-23
673,Курьеры,2024-09-02
674,Таксисты,2024-11-23
675,Курьеры,2024-12-19
676,Курьеры,2024-08-31
677,Таксисты,2024-11-01
678,Курьеры,2024-09-02
679,Фрилансеры,2024-08-10
680,Мастера услуг,2025-01-05
681,Курьеры,2024-12-21
682,Фрилансеры,2024-12-14
683,Фрилансеры,2025-01-11
684,Фрилансеры,2024-09-17
685,Курьеры,2024-12-06
686,Курьеры,2024-10-23
687,Мастера услуг,2025-01-19
688,Мастера услуг,2024-08-01
689,Курьеры,2024-08-19
690,Курьеры,2024-11-01
691,Мастера услуг,2024-09-17
692,Мастера услуг,2025-01-08
693,Мастера услуг,2024-12-18
694,Мастера услуг,2024-10-16
695,Мастера услуг,2024-10-22
696,Таксисты,2024-12-02
697,Таксисты,2024-09-29
698,Таксисты,2024-09-16
699,Фрилансеры,2024-08-11
700,Мастера услуг,2025-01-19
701,Мастера услуг,2024-12-17
702,Курьеры,2024-10-20
703,Таксисты,2024-09-28
704,Мастера услуг,2024-11-21
705,Мастера услуг,2024-09-15
706,Курьеры,2024-09-29
707,Курьеры,2025-01-22
708,Фрилансеры,2024-08-12
709,Фрилансеры,2025-01-14
710,Таксисты,2024-09-15
711,Мастера услуг,2024-09-21
712,Мастера услуг,2024-12-07
713,Таксисты,2024-08-31
714,Фрилансеры,2024-08-05
715,Таксисты,2024-08-22
716,Мастера услуг,2024-10-17
717,Таксисты,2024-11-08
718,Фрилансеры,2024-08-30
719,Курьеры,2024-12-19
720,Таксисты,2024-08-22
721,Курьеры,2024-11-11
722,Курьеры,2025-01-10
723,Таксисты,2024-09-16
724,Курьеры,2024-10-09
725,Мастера услуг,2024-10-05
726,Таксисты,2024-09-28
727,Фрилансеры,2024-10-20
728,Таксисты,2024-12-18
729,Фрилансеры,2024-10-09
730,Фрилансеры,2024-10-11
731,Мастера услуг,2024-12-21
732,Таксисты,2024-10-16
733,Курьеры,2025-01-17
734,Курьеры,2024-10-01
735,Курьеры,2024-09-19
736,Таксисты,2024-08-22
737,Курьеры,2024-10-02
738,Курьеры,2024-10-17
739,Фрилансеры,2024-08-05
740,Курьеры,2024-09-06
741,Таксисты,2024-08-16
742,Мастера услуг,2024-11-03
743,Курьеры,2024-08-01
744,Фрилансеры,2024-12-07
745,Таксисты,2024-08-18
746,Курьеры,2025-01-23
747,Курьеры,2025-01-09
748,Фрилансеры,2024-08-24
749,Таксисты,2025-01-21
750,Таксисты,2025-01-17
751,Фрилансеры,2024-09-16
752,Фрилансеры,2024-09-28
753,Курьеры,2025-01-21
754,Мастера услуг,2024-10-03
755,Фрилансеры,2024-11-21
756,Мастера услуг,2024-12-28
757,Таксисты,2024-12-18
758,Фрилансеры,2024-10-04
759,Мастера услуг,2024-11-23
760,Таксисты,2024-09-24
761,Таксисты,2024-12-13
762,Курьеры,2024-10-15
763,Курьеры,2024-12-09
764,Таксисты,2024-10-22
765,Курьеры,2024-10-28
766,Таксисты,2024-10-06
767,Курьеры,2024-11-27
768,Мастера услуг,2024-08-28
769,Мастера услуг,2024-09-07
770,Мастера услуг,2024-08-24
771,Фрилансеры,2024-12-12
772,Курьеры,2024-10-17
773,Фрилансеры,2024-12-02
774,Курьеры,2024-11-14
775,Таксисты,2024-11-03
776,Фрилансеры,2024-11-07
777,Курьеры,2024-08-04
778,Таксисты,2024-11-11
779,Мастера услуг,2024-11-01
780,Фрилансеры,2025-01-15
781,Мастера услуг,2025-01-14
782,Курьеры,2024-10-23
783,Мастера услуг,2024-08-13
784,Мастера услуг,2024-09-06
785,Курьеры,2024-08-22
786,Мастера услуг,2024-12-15
787,Таксисты,2025-01-14
788,Курьеры,2024-09-14
789,Курьеры,2024-08-25
790,Таксисты,2024-11-17
791,Фрилансеры,2025-01-26
792,Курьеры,2024-11-03
793,Фрилансеры,2024-10-15
794,Мастера услуг,2024-11-27
795,Мастера услуг,2024-08-28
796,Мастера услуг,2024-08-23
797,Курьеры,2024-11-01
798,Таксисты,2024-10-06
799,Курьеры,2024-10-06
800,Таксисты,2024-08-12
801,Курьеры,2025-01-03
802,Фрилансеры,2024-08-30
803,Фрилансеры,2024-08-13
804,Мастера услуг,2024-08-11
805,Таксисты,2025-01-10
806,Мастера услуг,2024-09-28
807,Мастера услуг,2024-08-27
808,Курьеры,2024-12-15
809,Фрилансеры,2024-12-28
810,Мастера услуг,2024-09-15
811,Таксисты,2024-11-11
812,Курьеры,2024-10-03
813,Фрилансеры,2024-10-16
814,Таксисты,2024-12-04
815,Мастера услуг,2025-01-08
816,Курьеры,2024-11-16
817,Таксисты,2024-08-29
818,Таксисты,2025-01-02
819,Курьеры,2024-08-23
820,Мастера услуг,2024-10-10
821,Таксисты,2024-08-09
822,Мастера услуг,2024-12-16
823,Курьеры,2024-09-25
824,Таксисты,2024-12-31
825,Фрилансеры,2024-10-08
826,Мастера услуг,2024-12-06
827,Курьеры,2024-11-10
828,Фрилансеры,2024-11-19
829,Фрилансеры,2025-01-16
830,Таксисты,2024-12-27
831,Таксисты,2025-01-18
832,Фрилансеры,2024-12-19
833,Таксисты,2024-08-12
834,Курьеры,2024-10-23
835,Фрилансеры,2025-01-09
836,Таксисты,2024-12-08
837,Курьеры,2024-11-30
838,Таксисты,2024-12-06
839,Мастера услуг,2024-09-07
840,Курьеры,2024-08-24
841,Фрилансеры,2024-09-14
842,Мастера услуг,2024-12-04
843,Курьеры,2024-12-05
844,Таксисты,2024-10-08
845,Таксисты,2024-10-31
846,Курьеры,2024-08-25
847,Фрилансеры,2024-08-22
848,Фрилансеры,2024-12-08
849,Фрилансеры,2024-10-22
850,Курьеры,2024-10-06
851,Мастера услуг,2025-01-16
852,Курьеры,2024-11-03
853,Мастера услуг,2025-01-01
854,Курьеры,2024-11-25
855,Таксисты,2024-09-17
856,Курьеры,2024-08-18
857,Курьеры,2024-08-10
858,Таксисты,2024-10-17
859,Курьеры,2024-11-17
860,Мастера услуг,2024-12-28
861,Курьеры,2024-09-25
862,Таксисты,2024-09-07
863,Курьеры,2024-09-20
864,Мастера услуг,2024-11-15
865,Курьеры,2025-01-16
866,Курьеры,2025-01-01
867,Мастера услуг,2024-08-09
868,Фрилансеры,2024-09-20
869,Курьеры,2024-09-01
870,Курьеры,2024-11-12
871,Курьеры,2024-11-23
872,Фрилансеры,2024-08-30
873,Мастера услуг,2024-08-04
874,Фрилансеры,2024-08-09
875,Фрилансеры,2024-10-12
876,Мастера услуг,2024-08-01
877,Курьеры,2024-09-14
878,Мастера услуг,2024-12-18
879,Таксисты,2024-10-26
880,Фрилансеры,2024-12-07
881,Таксисты,2024-12-18
